,Media Outlet,Positive Score,Tweet Text,Compound Score,Negative Score,Neutral Score,Date
129,@CBS,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,1.0,Mon Feb 26 16:52:01 +0000 2018
130,@CBS,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,1.0,Mon Feb 26 16:17:55 +0000 2018
131,@CBS,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.0,0.769,Mon Feb 26 01:12:32 +0000 2018
132,@CBS,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,1.0,Sun Feb 25 21:51:32 +0000 2018
133,@CBS,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,1.0,Sun Feb 25 21:51:22 +0000 2018
134,@CBS,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.5093,0.0,0.845,Fri Feb 23 18:15:40 +0000 2018
135,@CBS,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,1.0,Thu Feb 22 19:26:52 +0000 2018
136,@CBS,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,1.0,Wed Feb 21 19:20:04 +0000 2018
137,@CBS,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.0,0.752,Wed Feb 21 18:19:25 +0000 2018
138,@CBS,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.0,0.884,Tue Feb 20 19:55:19 +0000 2018
139,@CBS,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.119,0.881,Tue Feb 20 17:58:18 +0000 2018
140,@CBS,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.0,0.872,Tue Feb 20 17:39:51 +0000 2018
141,@CBS,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.0,0.773,Sat Feb 17 01:07:20 +0000 2018
142,@CBS,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.0,0.892,Fri Feb 16 18:42:43 +0000 2018
143,@CBS,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.0,0.752,Fri Feb 16 17:48:20 +0000 2018
144,@CBS,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.0,0.534,Wed Feb 14 19:23:27 +0000 2018
145,@CBS,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,1.0,Tue Feb 13 20:03:56 +0000 2018
146,@CBS,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.0,0.748,Tue Feb 13 18:54:52 +0000 2018
147,@CBS,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,1.0,Mon Feb 12 18:49:45 +0000 2018
148,@CBS,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,1.0,Mon Feb 12 01:32:33 +0000 2018
149,@CBS,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.0,0.696,Fri Feb 09 00:50:01 +0000 2018
150,@CBS,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.186,0.814,Thu Feb 08 16:09:35 +0000 2018
151,@CBS,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.0,0.934,Wed Feb 07 18:35:19 +0000 2018
152,@CBS,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,0.152,0.536,Wed Feb 07 16:17:48 +0000 2018
153,@CBS,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",0.0,0.0,1.0,Tue Feb 06 22:21:39 +0000 2018
154,@CBS,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",0.0772,0.106,0.773,Tue Feb 06 17:05:49 +0000 2018
155,@CBS,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",0.0,0.0,1.0,Sun Feb 04 15:35:36 +0000 2018
156,@CBS,0.118,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",0.1531,0.0,0.882,Sun Feb 04 12:00:01 +0000 2018
157,@CBS,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,0.0,0.0,1.0,Sat Feb 03 23:11:43 +0000 2018
158,@CBS,0.338,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",0.8268,0.0,0.662,Sat Feb 03 12:00:07 +0000 2018
159,@CBS,0.0,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,-0.0772,0.075,0.925,Fri Feb 02 22:36:13 +0000 2018
160,@CBS,0.144,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.4019,0.0,0.856,Fri Feb 02 20:07:40 +0000 2018
161,@CBS,0.124,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.4003,0.0,0.876,Fri Feb 02 19:03:33 +0000 2018
162,@CBS,0.166,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.6114,0.0,0.834,Fri Feb 02 17:23:18 +0000 2018
163,@CBS,0.0,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,0.0,0.0,1.0,Thu Feb 01 22:04:41 +0000 2018
164,@CBS,0.0,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.0,0.0,1.0,Thu Feb 01 20:09:49 +0000 2018
165,@CBS,0.088,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.1139,0.0,0.912,Wed Jan 31 21:42:15 +0000 2018
166,@CBS,0.135,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,0.1007,0.115,0.75,Wed Jan 31 17:05:47 +0000 2018
167,@CBS,0.188,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",0.4588,0.0,0.812,Wed Jan 31 16:37:17 +0000 2018
168,@CBS,0.126,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,0.1779,0.095,0.779,Wed Jan 31 06:55:30 +0000 2018
169,@CBS,0.179,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",-0.2263,0.252,0.569,Wed Jan 31 02:15:16 +0000 2018
170,@CBS,0.0,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",-0.4767,0.256,0.744,Wed Jan 31 01:58:40 +0000 2018
171,@CBS,0.256,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",0.4939,0.119,0.625,Wed Jan 31 01:52:46 +0000 2018
172,@CBS,0.19,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",0.5093,0.0,0.81,Wed Jan 31 01:49:43 +0000 2018
173,@CBS,0.434,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,0.8261,0.0,0.566,Wed Jan 31 01:31:27 +0000 2018
174,@CBS,0.414,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,0.8309,0.0,0.586,Wed Jan 31 01:29:10 +0000 2018
175,@CBS,0.386,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,0.6588,0.0,0.614,Wed Jan 31 01:24:16 +0000 2018
176,@CBS,0.0,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,-0.5106,0.398,0.602,Wed Jan 31 01:18:37 +0000 2018
177,@CBS,0.0,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,0.0,0.0,1.0,Wed Jan 31 01:17:37 +0000 2018
178,@CBS,0.349,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,0.7525,0.0,0.651,Wed Jan 31 01:16:15 +0000 2018
179,@CBS,0.0,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,0.0,0.0,1.0,Wed Jan 31 01:08:01 +0000 2018
180,@CBS,0.58,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,0.8516,0.0,0.42,Wed Jan 31 01:04:34 +0000 2018
181,@CBS,0.351,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,0.8442,0.0,0.649,Wed Jan 31 01:00:35 +0000 2018
182,@CBS,0.406,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,0.923,0.0,0.594,Wed Jan 31 00:55:04 +0000 2018
183,@CBS,0.206,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",0.5994,0.0,0.794,Wed Jan 31 00:37:20 +0000 2018
184,@CBS,0.407,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",0.8834,0.0,0.593,Wed Jan 31 00:11:53 +0000 2018
185,@CBS,0.276,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,0.8553,0.0,0.724,Tue Jan 30 23:35:01 +0000 2018
186,@CBS,0.306,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,0.8553,0.0,0.694,Tue Jan 30 21:19:22 +0000 2018
187,@CBS,0.391,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",0.9215,0.0,0.609,Tue Jan 30 18:46:04 +0000 2018
188,@CBS,0.0,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,0.0,0.0,1.0,Tue Jan 30 16:00:02 +0000 2018
189,@CBS,0.187,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",0.5994,0.0,0.813,Tue Jan 30 04:03:31 +0000 2018
190,@CBS,0.289,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,0.6908,0.0,0.711,Tue Jan 30 03:17:51 +0000 2018
191,@CBS,0.0,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6,0.0,0.0,1.0,Tue Jan 30 02:12:15 +0000 2018
192,@CBS,0.0,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22,-0.296,0.115,0.885,Tue Jan 30 01:29:06 +0000 2018
193,@CBS,0.0,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR,0.0,0.0,1.0,Tue Jan 30 00:11:05 +0000 2018
194,@CBS,0.115,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu,0.3818,0.0,0.885,Mon Jan 29 22:45:21 +0000 2018
195,@CBS,0.162,Check out these photos of the night's best backstage moments you didn't see on TV! Here's what you missed at The 60… https://t.co/6TBI8NV8JJ,0.5093,0.079,0.758,Mon Jan 29 22:10:15 +0000 2018
196,@CBS,0.0,The dapper duo of @itstonybennett and @johnlegend brought down the #GRAMMYs house with an impromptu duet.… https://t.co/ucRrAFk59f,0.0,0.0,1.0,Mon Jan 29 20:00:04 +0000 2018
197,@CBS,0.286,🎶@BrunoMars worked his 24K Magic to become the night's biggest winner. See his #GRAMMYs acceptance speech for Album… https://t.co/dXzjWH0myx,0.7783,0.0,0.714,Mon Jan 29 19:00:05 +0000 2018
198,@CBS,0.442,When your win at The #GRAMMYs feels like 24K Magic! Congratulations to @BrunoMars for taking home six awards this y… https://t.co/UhWCE8OKfK,0.9259,0.0,0.558,Mon Jan 29 18:00:02 +0000 2018
199,@CBS,0.0,✨@LadyGaga's stripped-down performance soared on the #GRAMMYs stage. See all the night's performances here:… https://t.co/Dw6xSzeeGC,0.0,0.0,1.0,Mon Jan 29 17:15:04 +0000 2018
200,@CNN,0.16,Former Trump campaign chairman Paul Manafort has entered a plea of not guilty to charges of bank fraud and tax crim… https://t.co/myDFUQIvIw,-0.1665,0.146,0.694,Thu Mar 08 20:03:33 +0000 2018
201,@CNN,0.0,Bernie Sanders is spending a lot of time in Trump country. Here's why. | Analysis by CNN's Gregory Krieg and Sam Pe… https://t.co/GFkPrBfWvm,0.0,0.0,1.0,Thu Mar 08 20:01:36 +0000 2018
202,@CNN,0.0,"A salmonella outbreak linked to chicken salad has sickened another 105 people, bringing the total to 170 in seven s… https://t.co/SWH9Q0tsYr",-0.5423,0.156,0.844,Thu Mar 08 19:53:17 +0000 2018
203,@CNN,0.0,"In a trade war over steel, US farmers could be collateral damage https://t.co/tChleqd7qi https://t.co/EotEUo9LN1",-0.7964,0.392,0.608,Thu Mar 08 19:42:07 +0000 2018
204,@CNN,0.1,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/De3h9kjvKx",0.25,0.0,0.9,Thu Mar 08 19:37:55 +0000 2018
205,@CNN,0.0,Bones found on a remote Pacific island almost eight decades ago likely are those of pioneering pilot Amelia Earhart… https://t.co/Ae3YEwSVSJ,0.0,0.0,1.0,Thu Mar 08 19:31:33 +0000 2018
206,@CNN,0.0,"Volkswagen says it will stop using coal to power its main factory in Wolfsburg, Germany https://t.co/yxE1eIG6oG https://t.co/w2sugdXQz8",-0.296,0.121,0.879,Thu Mar 08 19:28:27 +0000 2018
207,@CNN,0.0,"In his fight with North Korea, Trump may end up with no allies | @NicRobertsonCNN for @CNNopinion… https://t.co/MF5muUcnk0",-0.5859,0.242,0.758,Thu Mar 08 19:20:03 +0000 2018
208,@CNN,0.0,Trump wants you to think about video games instead of guns | Analysis by @zbyronwolf @zbyronwolf … https://t.co/5uutuvLV6i,0.0,0.0,1.0,Thu Mar 08 19:10:07 +0000 2018
209,@CNN,0.0,9 things you need to believe if you believe the White House on Stormy Daniels | Analysis by @CillizzaCNN… https://t.co/zwvP0mf89V,0.0,0.0,1.0,Thu Mar 08 19:00:13 +0000 2018
210,@CNN,0.0,"Sen. Tammy Duckworth will be the first US senator to give birth while in office, and she's fighting to change longs… https://t.co/Uljo219oJ6",-0.3612,0.106,0.894,Thu Mar 08 18:50:00 +0000 2018
211,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/pSG5QNVNG6,0.0,0.0,1.0,Thu Mar 08 18:43:15 +0000 2018
212,@CNN,0.1,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/afpc123s31",0.25,0.0,0.9,Thu Mar 08 18:39:49 +0000 2018
213,@CNN,0.252,McDonald's is celebrating #InternationalWomensDay by flipping its famous golden arches https://t.co/biYp1ZduyT https://t.co/H8MMkU7HOL,0.5719,0.0,0.748,Thu Mar 08 18:32:00 +0000 2018
214,@CNN,0.0,"When Laxmi was 15, a man she refused to marry threw acid in her face. But she recovered from her injuries and chang… https://t.co/ExD5GdcO80",-0.296,0.091,0.909,Thu Mar 08 18:23:00 +0000 2018
215,@CNN,0.0,A Missouri police officer killed this week in the line of duty met with gunfire only after he was dispatched to the… https://t.co/HYWoNIjHrz,-0.6705,0.176,0.824,Thu Mar 08 18:10:10 +0000 2018
216,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/37dwU8ZnGP,0.0,0.0,1.0,Thu Mar 08 17:47:25 +0000 2018
217,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/vFaGKx23rg,0.0,0.0,1.0,Thu Mar 08 17:46:41 +0000 2018
218,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bo53G6XGgJ,0.0,0.0,1.0,Thu Mar 08 17:45:33 +0000 2018
219,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/hlNoEhDOxl,0.0,0.0,1.0,Thu Mar 08 17:44:43 +0000 2018
220,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/p3Ez30VMb7,0.0,0.0,1.0,Thu Mar 08 17:43:58 +0000 2018
221,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/4smfFqlPeG,0.0,0.0,1.0,Thu Mar 08 17:43:11 +0000 2018
222,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/sYFiiE2pot,0.0,0.0,1.0,Thu Mar 08 17:42:02 +0000 2018
223,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/ngx7uBQlVT,0.0,0.0,1.0,Thu Mar 08 17:40:53 +0000 2018
224,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bFHQopTOk0,0.0,0.0,1.0,Thu Mar 08 17:39:13 +0000 2018
225,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/yvva0lx8mC,0.0,0.0,1.0,Thu Mar 08 17:38:04 +0000 2018
226,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/HNJtpRQzTC,0.0,0.0,1.0,Thu Mar 08 17:36:23 +0000 2018
227,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/YbtMLrEunr,0.0,0.0,1.0,Thu Mar 08 17:35:29 +0000 2018
228,@CNN,0.0,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy “We have… https://t.co/VQIOWE6xvQ,0.0,0.0,1.0,Thu Mar 08 17:34:23 +0000 2018
229,@CNN,0.161,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign “I would make sure tha… https://t.co/g0lYhMLHaf,0.3182,0.0,0.839,Thu Mar 08 17:33:30 +0000 2018
230,@CNN,0.0,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF “Listen to women,” says… https://t.co/4rT0n5bAXU",0.0,0.0,1.0,Thu Mar 08 17:32:06 +0000 2018
231,@CNN,0.202,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF To achieve gender equality, ""I want to convince everyone to… https://t.co/ZvQCrwCizl",0.3182,0.0,0.798,Thu Mar 08 17:28:28 +0000 2018
232,@CNN,0.0,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz When you do a job application, you should not have to say your se… https://t.co/OYJEl6gGdt",0.0,0.0,1.0,Thu Mar 08 17:26:08 +0000 2018
233,@CNN,0.244,"@theashleygraham @Caitlyn_Jenner ""The one thing I would do to improve gender equality is to ensure that all of our… https://t.co/H3dJOKwSNc",0.6705,0.0,0.756,Thu Mar 08 17:24:39 +0000 2018
234,@CNN,0.0,@theashleygraham “Women are brought up to kind of be a second-class citizen” says @Caitlyn_Jenner #IWD2018… https://t.co/VlyKYFDRZ7,0.0,0.0,1.0,Thu Mar 08 17:23:50 +0000 2018
235,@CNN,0.299,".@theashleygraham: “We need to ensure that women see themselves portrayed in media, fashion, beauty and beyond.”… https://t.co/NqM1Yvifbz",0.7506,0.0,0.701,Thu Mar 08 17:21:46 +0000 2018
236,@CNN,0.268,"To celebrate #IWD2018, @CNN asked women around the world, ""What single thing would you change to improve gender equ… https://t.co/aPUTYl3OAf",0.765,0.0,0.732,Thu Mar 08 17:17:13 +0000 2018
237,@CNN,0.289,"Trump on outgoing chief economic adviser Gary Cohn: “He’s been terrific. He may be a globalist, but I still like hi… https://t.co/jTAhyf8gU3",0.7096,0.0,0.711,Thu Mar 08 17:05:47 +0000 2018
238,@CNN,0.315,"With America facing a massive nursing shortage, some hospitals are offering five-figure signing bonuses, free housi… https://t.co/qx9N6r3ugj",0.7096,0.091,0.594,Thu Mar 08 16:50:01 +0000 2018
239,@CNN,0.0,The US ambassador to Mexico was not invited to a meeting between senior White House adviser Jared Kushner and Mexic… https://t.co/r063UG1OyV,0.0,0.0,1.0,Thu Mar 08 16:35:00 +0000 2018
240,@CNN,0.0,One person has been taken into police custody in connection with a shooting that killed one student and injured ano… https://t.co/2ZMe9iO27I,-0.802,0.286,0.714,Thu Mar 08 16:20:08 +0000 2018
241,@CNN,0.0,The long history of blaming video games for mass violence https://t.co/LHKHJUgqRx https://t.co/kWT3kF1vby,-0.8074,0.422,0.578,Thu Mar 08 16:10:11 +0000 2018
242,@CNN,0.0,Meghan Markle has been baptized into the Church of England https://t.co/0HcgXUmkzm https://t.co/qoCSXwu3EZ,0.0,0.0,1.0,Thu Mar 08 15:59:06 +0000 2018
243,@CNN,0.0,Why companies are embracing #InternationalWomensDay https://t.co/WuS6CWYUM5 https://t.co/grZlom9kVF,0.0,0.0,1.0,Thu Mar 08 15:42:36 +0000 2018
244,@CNN,0.0,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/kM6mhbbBrv,0.0,0.0,1.0,Thu Mar 08 15:29:32 +0000 2018
245,@CNN,0.0,"""Somebody needs to stand up"" to California on immigration, Attorney General Jeff Sessions says… https://t.co/IN63gV1NOo",0.0,0.0,1.0,Thu Mar 08 15:05:55 +0000 2018
246,@CNN,0.0,"RT @CNNweather: As people recover from back to back nor'easters, some forecast models hint at another storm early next week. 

Keep up-to-d…",0.0,0.0,1.0,Thu Mar 08 14:57:50 +0000 2018
247,@CNN,0.0,Hundreds of doctors in Quebec are protesting. They say they make too much. https://t.co/w2GHFWjU4m https://t.co/bN4Ea3Pvds,-0.4215,0.167,0.833,Thu Mar 08 14:51:24 +0000 2018
248,@CNN,0.0,"""This is so manipulative."" That's how an anchor at a local TV station owned by Sinclair described the company's lat… https://t.co/d888lpEz8q",0.0,0.0,1.0,Thu Mar 08 14:40:11 +0000 2018
249,@CNN,0.27,McDonald's is celebrating #InternationalWomensDay by flipping its golden arches https://t.co/biYp1ZduyT https://t.co/oUoEjcizNf,0.5719,0.0,0.73,Thu Mar 08 14:24:59 +0000 2018
250,@CNN,0.0,The Florida gun bill spurred by the Parkland school massacre is just one signature away from becoming law. Here's w… https://t.co/A99vriRtoM,-0.34,0.107,0.893,Thu Mar 08 14:09:43 +0000 2018
251,@CNN,0.0,President Trump is upset with White House press secretary Sarah Sanders over her responses Wednesday regarding his… https://t.co/SPSg0Bhy30,-0.3818,0.133,0.867,Thu Mar 08 13:54:03 +0000 2018
252,@CNN,0.227,"The cast of ""Modern Family"" voices support for ""common-sense gun laws"" putting support behind the students of Parkl… https://t.co/irGz3U8pVj",0.4588,0.101,0.672,Thu Mar 08 13:39:07 +0000 2018
253,@CNN,0.0,A White House taken by storm(y) | Analysis by @StCollinson https://t.co/LwbPnJtJuX https://t.co/JmvyB9DlGq,0.0,0.0,1.0,Thu Mar 08 13:15:09 +0000 2018
254,@CNN,0.0,"Fred Guttenberg, whose daughter died in the Florida school shooting, rips new NRA ad: ""If this was put out by a ter… https://t.co/mYfIHC8pOw",-0.5574,0.146,0.854,Thu Mar 08 13:07:38 +0000 2018
255,@CNN,0.057,"The controversial statue that critics have deemed as ""San Francisco's monument to white supremacy"" is coming off it… https://t.co/yKIpBEV3ja",-0.4215,0.189,0.755,Thu Mar 08 12:50:05 +0000 2018
256,@CNN,0.0,'I never told anyone': 5 women's stories of sexual abuse at the Hajj #AsEquals https://t.co/29od5ZBFRv https://t.co/KvJSZCbKyg,-0.6369,0.231,0.769,Thu Mar 08 12:40:11 +0000 2018
257,@CNN,0.146,"Tybre Faw traveled 7 hours to see his hero, Dem. Rep. John Lewis, who was in Selma, Alabama, to commemorate the 196… https://t.co/IItXisEVsJ",0.5574,0.0,0.854,Thu Mar 08 12:32:00 +0000 2018
258,@CNN,0.0,Some Democratic lawmakers fear arming school staff could harm black and Hispanic students https://t.co/5lbWNzwxQU https://t.co/Tr0YskSZBC,-0.7717,0.34,0.66,Thu Mar 08 12:30:07 +0000 2018
